,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Month,Dep_Time_day,Duration_in_minutes,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Arrival_Time_day
7977,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,5177,4,6,300,14,0,19,0,20
7978,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9345,5,21,1625,20,20,23,25,22
7979,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,6,475,8,25,16,20,20
7980,Air India,Delhi,Cochin,DEL → NAG → BOM → COK,2,No info,15428,3,3,1545,5,55,7,40,4
7982,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,21,1655,9,0,12,35,22
7983,IndiGo,Banglore,New Delhi,BLR → IDR → DEL,1,No info,8707,3,1,295,13,40,18,35,20
7984,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,3,1100,18,15,12,35,4
7985,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,6,870,20,25,10,55,7
7986,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,1395,19,45,19,0,7
7987,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4460,4,9,155,20,45,23,20,20
7989,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,10178,6,9,1410,19,45,19,15,10
7990,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,7718,3,1,140,17,45,20,5,20
7992,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,5678,6,6,90,19,35,21,5,20
7993,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9103,5,9,505,10,35,19,0,20
7994,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,6,925,13,0,4,25,7
7997,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,15,185,18,55,22,0,20
7998,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,8759,5,18,330,7,55,13,25,20
8001,Air India,Kolkata,Banglore,CCU → JAI → DEL → BLR,2,No info,11432,6,6,725,8,20,20,25,20
8003,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8662,4,1,965,17,0,9,5,2
8004,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17261,3,6,1425,11,40,11,25,7
8005,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,1,No info,4860,4,9,275,19,35,0,10,10
8006,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,2,No info,13442,3,3,1560,17,15,19,15,4
8007,Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,1,No info,12395,3,6,435,15,40,22,55,20
8008,Air India,Kolkata,Banglore,CCU → MAA → BLR,1,No info,6528,5,15,1440,14,35,14,35,16
8009,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6314,6,1,965,4,55,21,0,20
8010,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6270,4,9,845,11,25,1,30,10
8011,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,6,1395,19,45,19,0,7
8012,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9359,6,15,600,9,15,19,15,20
8013,Air India,Delhi,Cochin,DEL → COK,0,No info,6724,4,9,230,14,5,17,55,20
8014,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,24,1210,22,50,19,0,25
8016,IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,6610,3,6,565,11,55,21,20,20
8017,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,3597,5,15,135,8,20,10,35,20
8018,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4462,3,9,165,10,10,12,55,20
8019,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,12677,3,6,1640,6,5,9,25,7
8021,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,6,6,155,4,40,7,15,20
8022,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6795,5,27,760,12,50,1,30,28
8023,Air India,Kolkata,Banglore,CCU → BBI → BLR,1,No info,7662,5,18,1515,12,0,13,15,18
8024,Air India,Delhi,Cochin,DEL → UDR → BOM → COK,2,No info,12751,6,6,1100,13,20,7,40,7
8025,Jet Airways,Mumbai,Hyderabad,BOM → DEL → HYD,1,No info,19595,3,6,1205,20,45,16,50,7
8026,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,7975,3,9,160,7,0,9,40,20
8027,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,18,345,14,5,19,50,20
8028,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,9,740,8,25,20,45,20
8029,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10031,3,24,1585,13,55,16,20,25
8030,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,6,9,345,14,5,19,50,20
8031,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,3502,5,9,180,19,50,22,50,20
8032,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,No info,13292,6,1,1130,9,35,4,25,2
8033,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,6,6,1630,20,25,23,35,7
8034,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No info,12475,3,1,80,5,45,7,5,20
8035,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,3,940,20,55,12,35,4
8036,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8283,5,24,390,19,0,1,30,25
8037,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,11087,3,12,775,20,35,9,30,13
8039,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,5883,6,24,415,18,35,1,30,25
8040,Air India,Banglore,New Delhi,BLR → CCU → BBI → DEL,2,No info,7664,3,15,630,5,50,16,20,20
8041,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,1225,8,0,4,25,28
8042,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,12,1210,22,50,19,0,13
8043,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,15,575,9,35,19,10,20
8044,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4462,3,18,155,15,10,17,45,20
8047,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,3,1010,19,45,12,35,4
8049,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,11281,5,9,1600,5,0,7,40,10
8050,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,11134,3,24,660,21,10,8,10,25
8051,Air India,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,2,No info,11647,3,12,810,19,40,9,10,13
8052,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,10539,6,9,1685,17,0,21,5,10
8053,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,12192,6,1,660,8,0,19,0,20
8055,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13759,3,24,540,19,45,4,45,25
8056,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6427,3,27,915,10,20,1,35,28
8057,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,4,9,170,22,10,1,0,10
8058,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4284,5,12,170,22,10,1,0,13
8059,IndiGo,Delhi,Cochin,DEL → BLR → COK,1,No info,8147,3,9,300,5,5,10,5,20
8060,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,3502,5,12,180,19,50,22,50,20
8061,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3342,3,15,90,2,30,4,0,20
8063,SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,1,No info,8224,6,6,330,15,55,21,25,20
8064,SpiceJet,Delhi,Cochin,DEL → MAA → COK,1,No info,9748,3,6,310,6,10,11,20,20
8066,GoAir,Kolkata,Banglore,CCU → AMD → BLR,1,No info,7102,5,6,455,16,40,0,15,7
8067,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13727,5,15,750,13,0,1,30,16
8070,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,7229,6,1,165,6,0,8,45,20
8071,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,1485,18,15,19,0,16
8072,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,4,15,170,20,0,22,50,20
8074,IndiGo,Delhi,Cochin,DEL → PNQ → COK,1,No info,10112,6,6,305,23,30,4,35,7
8076,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,24,1745,17,0,22,5,25
8077,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,3,865,14,0,4,25,4
8078,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,8907,6,3,795,9,45,23,0,20
8079,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,9,175,11,10,14,5,20
8081,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6838,6,3,965,4,55,21,0,20
8082,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10406,6,12,835,7,5,21,0,20
8083,Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,1,No info,12395,3,6,690,21,55,9,25,7
8084,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,10203,5,6,1435,20,30,20,25,7
8085,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,4049,5,12,90,6,25,7,55,20
8086,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13401,6,9,1295,20,25,18,0,10
8087,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,9968,5,9,1180,12,0,7,40,10
8088,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,8040,5,6,90,10,20,11,50,20
8089,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6427,3,27,620,15,15,1,35,28
8090,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,5277,5,6,140,22,5,0,25,7
8091,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,2228,4,1,85,2,55,4,20,20
8093,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,1,No info,6669,5,12,280,17,35,22,15,20
8094,Vistara,Chennai,Kolkata,MAA → CCU,0,No info,11982,5,15,140,17,45,20,5,20
8095,Jet Airways,Kolkata,Banglore,CCU → BOM → PNQ → BLR,2,In-flight meal not included,10118,5,21,1495,6,30,7,25,22
8096,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4148,3,15,160,21,25,0,5,16
8097,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,18371,6,9,620,2,15,12,35,20
8098,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13587,6,12,570,11,30,21,0,20
8099,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,2,No info,12760,6,6,1560,17,15,19,15,7
8100,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,6,1125,9,40,4,25,7
8101,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3175,6,1,90,2,35,4,5,20
8102,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,3597,5,9,135,9,45,12,0,20
8103,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,6733,5,27,840,11,30,1,30,28
8104,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,12192,6,1,525,3,50,12,35,20
8106,Vistara,Banglore,Delhi,BLR → DEL,0,No info,4668,5,12,170,11,30,14,20,20
8107,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,27,1145,17,30,12,35,28
8108,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,15129,5,18,1125,9,40,4,25,18
8109,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7878,6,3,920,7,10,22,30,20
8110,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,8040,3,18,90,10,20,11,50,20
8111,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,9,620,2,15,12,35,20
8113,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,5277,5,18,140,22,5,0,25,18
8115,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9001,6,3,630,8,45,19,15,20
8118,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,4777,3,9,170,23,30,2,20,13
8120,IndiGo,Delhi,Cochin,DEL → MAA → COK,1,No info,6582,6,6,315,7,15,12,30,20
8121,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,885,21,50,12,35,2
8122,Air Asia,Banglore,New Delhi,BLR → DEL,0,Red-eye flight,10873,3,1,165,23,25,2,10,2
8126,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,21,1595,10,0,12,35,22
8128,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,21,805,15,0,4,25,22
8130,Air India,Kolkata,Banglore,CCU → GAU → BLR,1,No info,7452,5,9,675,9,50,21,5,20
8133,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,2,No info,13486,5,18,500,10,55,19,15,20
8135,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10975,5,21,1420,9,45,9,25,22
8136,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3858,5,3,140,14,45,17,5,20
8137,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,15129,5,6,1375,5,30,4,25,7
8138,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10975,6,15,1420,9,45,9,25,16
8139,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,6752,5,9,340,16,45,22,25,20
8140,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,3807,6,18,150,9,45,12,15,20
8141,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,13832,3,6,1255,12,30,9,25,7
8142,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,6,185,18,55,22,0,20
8143,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,6,6,800,18,55,8,15,7
8145,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,8040,5,1,85,7,5,8,30,20
8146,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,11913,3,18,155,16,0,18,35,20
8148,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,13014,6,15,1615,9,40,12,35,16
8149,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8586,5,18,450,21,10,4,40,18
8151,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8610,5,1,1640,17,0,20,20,2
8152,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,7120,6,1,170,23,55,2,45,2
8154,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,1165,9,0,4,25,2
8156,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,6,180,21,15,0,15,7
8157,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,No info,13292,6,15,1620,9,35,12,35,16
8159,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,360,13,0,19,0,20
8160,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,6152,6,12,625,20,45,7,10,13
8161,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,10703,5,15,750,9,35,22,5,20
8163,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,17057,3,6,485,17,30,1,35,7
8164,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3850,6,18,140,7,55,10,15,20
8165,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,6,800,20,0,9,20,7
8166,IndiGo,Delhi,Cochin,DEL → MAA → COK,1,No info,4744,4,3,325,2,0,7,25,20
8167,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,1145,17,30,12,35,2
8170,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,15025,3,6,1445,8,55,9,0,7
8171,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,6795,3,3,90,16,55,18,25,20
8172,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,10623,5,24,1615,17,30,20,25,25
8175,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,1,510,14,5,22,35,20
8176,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,10441,5,27,1410,19,45,19,15,28
8177,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,27,480,17,30,1,30,28
8178,Air India,Delhi,Cochin,DEL → JDH → BOM → COK,2,No info,13696,5,18,1820,12,55,19,15,18
8179,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,3,170,0,25,3,15,20
8182,Air India,Banglore,New Delhi,BLR → HYD → VGA → DEL,2,No info,8114,3,24,1795,17,0,22,55,24
8184,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,920,16,55,8,15,13
8187,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,3,165,9,35,12,20,20
8188,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,8140,3,21,1420,9,45,9,25,22
8189,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,960,7,0,23,0,20
8190,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,600,9,0,19,0,20
8191,IndiGo,Delhi,Cochin,DEL → BLR → COK,1,No info,6496,5,18,290,15,10,20,0,20
8192,IndiGo,Delhi,Cochin,DEL → PNQ → COK,1,No info,10112,6,15,305,23,30,4,35,16
8193,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10467,5,27,1210,13,15,9,25,28
8194,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6206,6,1,895,10,35,1,30,2
8195,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,2,No info,10151,5,24,1830,12,0,18,30,25
8196,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,6,12,150,15,15,17,45,20
8198,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4050,6,6,85,2,55,4,20,20
8199,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,3919,6,1,170,9,30,12,20,20
8200,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,11841,6,9,665,21,10,8,15,10
8201,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,5065,4,24,305,20,25,1,30,25
8202,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,2,No info,9626,5,9,1830,12,0,18,30,10
8203,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3419,6,27,170,22,10,1,0,28
8204,Air India,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,3,No info,14960,6,9,805,9,50,23,15,20
8205,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,9,180,21,15,0,15,10
8206,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,14323,5,9,615,9,0,19,15,20
8207,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,2,No info,11752,6,9,1255,16,50,13,45,10
8208,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7677,6,6,645,8,30,19,15,20
8210,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,1,730,21,10,9,20,2
8211,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,11467,5,15,1285,17,0,14,25,16
8212,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,No info,16263,5,21,505,20,0,4,25,22
8213,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,550,19,15,4,25,18
8214,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7005,6,15,490,12,50,21,0,20
8215,IndiGo,Delhi,Cochin,DEL → BLR → COK,1,No info,7580,5,18,295,5,10,10,5,20
8217,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,5,18,180,17,45,20,45,20
8218,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6093,4,9,860,6,40,21,0,20
8219,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,3873,6,15,155,6,55,9,30,20
8220,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,24,395,21,50,4,25,25
8221,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13364,4,1,570,14,5,23,35,20
8222,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,15,620,2,15,12,35,20
8223,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,5,12,90,22,45,0,15,13
8224,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7005,6,6,490,12,50,21,0,20
8225,Air India,Banglore,New Delhi,BLR → DEL,0,No info,4441,3,18,165,10,0,12,45,20
8227,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,7318,5,21,975,9,15,1,30,22
8228,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,12767,3,21,1280,7,5,4,25,22
8230,SpiceJet,Delhi,Cochin,DEL → MAA → COK,1,No info,6297,6,9,380,15,45,22,5,20
8231,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,11265,3,3,385,9,45,16,10,20
8232,Air India,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,2,No info,11972,3,6,150,17,20,14,50,20
8233,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13587,6,9,835,7,5,21,0,20
8234,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,6,3,155,17,15,19,50,20
8235,Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,2,No info,8366,5,1,535,9,25,18,20,20
8236,Air India,Kolkata,Banglore,CCU → BOM → BLR,1,No info,8366,5,18,1350,9,25,7,55,18
8237,Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,2,No info,10697,5,18,810,8,20,21,50,20
8239,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3858,5,18,140,14,45,17,5,20
8240,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,6,185,18,55,22,0,20
8243,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,9134,3,15,625,5,45,16,10,20
8244,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10577,6,3,715,7,5,19,0,20
8245,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,6,845,20,0,10,5,7
8246,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,8991,6,12,1125,13,30,8,15,13
8247,Air India,Delhi,Cochin,DEL → JDH → BOM → COK,2,No info,12436,5,27,1820,12,55,19,15,28
8248,Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,2,No info,12515,3,12,1600,6,45,9,25,13
8249,SpiceJet,Delhi,Cochin,DEL → MAA → COK,1,No info,5583,6,15,380,15,45,22,5,20
8250,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,10840,3,9,520,23,0,7,40,10
8251,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,No info,14300,6,27,1460,12,15,12,35,28
8252,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,5515,4,18,175,21,10,0,5,18
8253,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,15,400,14,5,20,45,20
8254,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,11134,3,24,980,16,55,9,15,25
8256,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,2,No info,10676,5,21,1195,12,0,7,55,22
8257,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,1,365,16,30,22,35,20
8258,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,6,180,19,50,22,50,20
8259,GoAir,Banglore,Delhi,BLR → DEL,0,No info,4632,4,6,175,7,45,10,40,20
8260,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,10929,3,21,1995,19,10,4,25,23
8262,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,3873,5,1,155,6,55,9,30,20
8264,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,3807,5,9,150,22,50,1,20,10
8265,Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,2,No info,12140,5,12,920,10,0,1,20,13
8266,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,4096,3,6,150,9,0,11,30,20
8267,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,No info,14300,6,15,1095,18,20,12,35,16
8269,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,1,150,14,25,16,55,20
8272,Air India,Banglore,New Delhi,BLR → BOM → DEL,1,No info,8714,3,15,385,8,50,15,15,20
8273,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8085,6,12,1640,17,0,20,20,13
8274,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,3,535,19,30,4,25,4
8275,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10975,6,27,1580,7,5,9,25,28
8276,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7670,5,9,810,7,30,21,0,20
8277,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8073,5,15,450,18,0,1,30,16
8278,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,710,22,55,10,45,13
8279,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,1,No info,3574,4,9,265,19,20,23,45,20
8280,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,15554,5,9,395,21,50,4,25,10
